,folder,path_audio,file,date,text,start,end
140,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,decano con dos problemas muy muy serio esa tensión me parece que enfrenta problemas que van a tener que ser resueltos rápidamente la cámara argentina de la mediana empresa que es una institución importante por eso es muy negativo que hizo esté ocurriendo y me voy ya con la otan o porque hoy en día de aniversario el audi para la mitad del otro lado se cumple un año y de las paso esas elecciones que ganaron el frente de todo tanto a nivel nacional como también hizo hace piscina decidimos ese día cubriendo tanto en europa como en el mundo por el cambio donde te hubieran que guarda en esa oportunidad si te parece no vemos me encantaría recordarlo,2020-08-11 19:56:32,2020-08-11 19:57:16
141,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,recientes en términos políticos necesaria ya hice una liceo gabriela estamos frente a tras realiza el resultado el resultado férrea relato elección de selección,2020-08-11 19:57:20,2020-08-11 19:58:02
142,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,siempre importante que las principales y sacrificio madrid o caricia la gente se expresa en que respetar siempre siempre tiene el resultado trabajan para que sí pero debía entre el mensaje de la gente agencias empresa o claramente dura narices significativa significativas un filtro la gente no sacrificio maurice,2020-08-11 19:58:03,2020-08-11 19:58:43
143,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,futbolística se puede decir que folla al fuego pero como realizan estos números del real zaragoza realiza estas elecciones del presidente la gente no sacrificio mauricio falta una entrevista muy enojado crecientes como porque city gobierno porque tienen dinamismo increíble diseñar esta vez bancario garcía dijo carrió hay que entender,2020-08-11 19:58:48,2020-08-11 19:59:33
144,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,como relacionadas con ánimo contento terminando el día de ayer como bien nadie nunca más tranquilos que hacen como analiza si te resulta muy contundente que transmitiendo le dice que dar vuelta la página,2020-08-11 19:59:33,2020-08-11 20:00:17
145,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,una amplia diferencia con manera que hay en cuenta la mayoría pero bueno queria histórico no cambió todo ese día fue fuertísimo el resultado es un año nadie se imaginaba que iban a defender en este contexto de pandemia recordar también como guardar de juntos por el cambio y bajar o es muy raro que decían satisface a mauricio día operación en twitter que salió mal puede fallar tal cual fallaron varias cosas gracias al altar o señores gracias por habernos acompañado es un gusto,2020-08-11 20:00:19,2020-08-11 20:01:03
146,C5N,../Data/Audio/C5N/C5N2020-08-11-17-59-23.wav,C5N2020-08-11-17-59-23.wav,2020-08-11 17:59:23,el gato silvestre con minuto uno ahora esta mañana,2020-08-11 20:01:04,2020-08-11 20:01:07
147,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,a hola hola muy buenas tardes bienvenidos al diario aquí por la pantalla de cinco en en una jornada con muchísima información en unos minutos nada más no estar en contacto con el conductor este programa con pablo lugar pero éste ya mismo empezamos a repasar lo que son los grandes titulares del día donde yo le diría que en primer lugar,2020-08-14 17:55:59,2020-08-14 17:56:33
148,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,tenemos que hablar de esta definición por parte del presidente de la nación alberto fernández dice no existe más la cuarentena vamos a estar analizando esta frase porque dice muchísimo por un lado el presidente tratando de responderle aquellos sectores de la sociedad pero sobre todo de la política que en gran medida han levantado un dedo acusador y han dicho que la cuarentena no sirve esto ha sido uno de los elementos mencionados en todo caso que no tiene el impacto que de alguna manera debiera en todo caso revestir ahora que que pensarlo en detalle hay toda una definición política detrás de eso que que veíamos recién y que está claro que el gobierno en,2020-08-14 17:56:34,2020-08-14 17:57:19
149,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,algún punto empieza a reconocer también que si uno sale a la calle lo que ves actividad lo que ve es una sociedad que en algún punto de alguna manera ya no puede establecer una limitación tan grande no hay que ganarse la vida y en este contexto entonces también rige en la cuestión sanitaria vamos estar hablando de este tema pero además este otro titulares que compartimos con ustedes en el caso de la zona de la nba no hay cambios hasta fines de agosto hasta el treinta de agosto esta es la fecha este que en principio se ha puesto no esta nueva fase de la cuarentena si uno hace un análisis lo que podríamos mencionar es prácticamente no hay cambios sobre todo en una zona realmente que que tiene una intensidad muy grande el virus donde,2020-08-14 17:57:19,2020-08-14 17:58:04
150,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,hay una circulación realmente muy alta como esa zona de la nba con el agregado y estos y quizás es un diferencial de lo que decía el presidente en el día de hoy que hay zonas en el resto del país donde sea está en este momento circulando del vídeo donde hay circulación comunitaria y esta es una gran diferencia con respecto a este otras instancias las cuales el presidente nos ha comunicado que se extendía la cuarentena bueno en este caso se abre una fase nueva donde también se va a tener que prestar atención a lo que pasa en el resto del país y esto también es relevante no solamente en términos sanitarios sino también económicos y sociales vamos a estar hablando de este tema también con con darío daño que ya está en nuestros estudios otra de las definiciones del día en esta,2020-08-14 17:58:04,2020-08-14 17:58:50
151,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,en esta jornada tan importante hablamos de españa nos mudamos y una alerta por lo que es un rebrote en varios lugares de ese país en varios distritos le pueden ustedes españa atravesando hitachi ayudando al final de ese verano en algunas semanas nada más comienzan las clases y todos los interrogantes que se plantean en el caso español registra nuevamente aproximadamente tres mil contagios diarios compartirlo con lo que viene registrando la argentina alrededor de siete mil a un poquito más también bueno españa seas tan nuevamente en los tres mil contagios diarios y este se abre una señal de interrogación enorme porque habrá que ver cómo es ese reingreso a las aulas hay quienes dicen que no van a poder comenzar las,2020-08-14 17:58:50,2020-08-14 17:59:35
152,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,gracias por supuesto en términos presenciales en españa y este habrá que ver cuáles son las decisiones que ha tomado el gobierno español recuerden que en el día de hoy el presidente de la nación alberto fernández decía que había estado hablando con pedro sánchez bueno en ese contexto entonces también la argentina aprendiendo este por lo que es el derrotero que ha tomado el pueblo español y sobre todo el gobierno no como ha tomado distintas definiciones para tratar de amortiguar lo que es el impacto muy fuerte que tiene el cómic diecinueve vamos a establecer un contacto con el conductor este programa con pablo duván pablo como estaba buenas tardes hola julián muy buenas tardes contratar con voz muchas gracias por estar ahí y con muchas cosas para para encarnar obviamente no tenemos de todo con conectar,2020-08-14 17:59:35,2020-08-14 18:00:20
153,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,novedades mira me enganchó con lo primero que decías lo lo que comentó el presidente sobre la cuarentena yo hace rato que lo vengo diciendo es un error hablar de cuarentena cuando ya no hay una cuarentena cuarentena estos adentro por cuarenta días pero todos adentro de verdad y me gustó que si te el trabajo que hace martín barrionuevo que es muy bueno sobre los datos de movilidad de google no es el único hay mucho que lo rescatan como verdaderos indicadores de cuánto está pasando de verdad en un en una ciudad por cierto cuanto se mueven vaya a trabajar cuando se mueven para cuestiones de salida de diversión y demás bueno muy importante todo eso si lo vemos cuando lo anuncio,2020-08-14 18:00:20,2020-08-14 18:01:06
154,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,aparece cuando alberto decía que ya no hay más cuarentena y recomendamos a darle está en nuestras manos cuidar ahora nosotros hicimos todo esto mucho se quejan pereza cuarentena temprana que era verdad al poco tiempo ser cuarentena seguimos hablando de cuarentena sin que en la argentina exista cuarentena porque la gente circula porque los negocios se han abierto porque actividad industrial hoy en día está funcionando por encima del noventa por ciento la realidad es que,2020-08-14 18:01:06,2020-08-14 18:01:50
155,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,está en nuestras manos cuidarlas ya no depende de la decisión política de un presidente de un gobernador de campanas bueno hay mucha y pablo lo que decía el presidente ya no hay una decisión política no sean es una decisión del precisamente julián si totalmente pero lo que lo que decía con respecto a la movilidad que muchos países de latinoamérica que supuestamente no están en cuarentena pero tiene una movilidad mucho más restringida que la movilidad que hay ahora en el ámbar el presidente es importante porque ya salio o no sé si lo vi que pero si quieres te leo lo que dijo patricia volvió salió gente de juntos por el cambio a cuestionar esto ya es decir que están confundidos dicen,2020-08-14 18:01:51,2020-08-14 18:02:36
156,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,que que los confundió el presidente diciendo que esta móvil cuando hace seis meses que están creciendo los casos que un sector de la población que no cumpla la cuarentena no significa que no tengamos en cuarentena de conejo por ejemplo que no quieren aceptar de una cuarentena tan cerrada a diferencia de otros países resultado bueno la verdad que está confundido juntos por el cambio yo digo que hace rato no sé qué opina boquitas y muy confundido juntos por el camino sabe por donde atacar la posición del presidente es muy clara una puerta recuerdo pueden estar de acuerdo pero es una posición clara ahora están más confusa que nunca la posición de juntos por el cambio además estar muy dividir pero no se sabe que están proponiendo yo porque por un lado empiezan a quejarse de la cantidad de muertos,2020-08-14 18:02:36,2020-08-14 18:03:21
157,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,confirmados pero al mismo tiempo siguen quejándose en contra de la cuarentena entonces de verdad que yo estoy confundido nocivos bueno me parece y ahora vamos a escuchar a pose no que también a este propósito de esto habla pero digo el presidente me parece que hace bien enmarcar algo que es que si esto si a esto se le llama cuarentena entonces cómo le ponemos a quiso que teníamos con una restricción muy fuerte se establecen algún tipo de variantes sobre todo a la hora de la discusión política porque la verdad que sea politizado la discusión pablo están marcando y quizás el gobierno rompe un poco esa discusión cuando diseminen que lo que tenemos ahora no lo podemos llamar cuarentena entonces si la oposición lo toma de esa forma la verdad que discutiendo mirada ande dirá lo del pozo y la receta,2020-08-14 18:03:22,2020-08-14 18:04:07
158,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,únete con respecto a la marcha de un capítulo más bonito más adelante yo quiero decir que juntos por el cambio si tiene alguna duda sobre lo que está pasando bueno a quien tiene que preguntar quién lo que está pasando esa gerardo morales y gerardo morales está pasando claro lo que empieza a ser una tragedia en un mes y quince días pasaron de unos pocos casos a tener el sistema de salud saturado han tenido que pedirle la actual ya al gobierno nacional de una manera brutal se creía que estaba todo cometieron todos los errores y hoy tienen un problema de verdad gravísimo gravísimo en su en su tierra entonces si quieres saber quién lo que pasa cuando uno haber y todo lo de gerardo morales y después,2020-08-14 18:04:07,2020-08-14 18:04:52
159,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,rodríguez larreta nuestro también estamos en la ciudad con los setenta y siete por ciento del cama de terapia intensiva ocupadas hoy creo que lo mas fuerte del día fue lo que dijo el presidente de la de las de la terapia intensiva médico de terapia intensiva diciendo que esta colapsado el recurso humano y yo lo venía charlando y lo venía contando que los intendentes se dicen mirada mineral un mirador y no se donde ponerlo no tengo la gente para poner una cama de terapia intensiva insistía sí se entienden lo que está marcando creo que es el punto neurálgico en este momento la atención toda en el sistema sanitario esta puesta en los profesionales no porque lo único que importa bueno aclarar definiciones que decían por ejemplo mira si no tuviésemos residentes incluso a estudiantes que vienen de otros países y que trabajen en las terapias intensivas hoy ya no tendríamos,2020-08-14 18:04:52,2020-08-14 18:05:37
160,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,profesionales otra de las definiciones del día también por supuesto y lo decía bien creo que todos hablaban del tema es un respirador tardas en comprarlo el que te lo traiga clear formar a un médico especialista en terapia intensiva a un enfermero especialista en terapia lesión quienes solo especial y tendrá excesivas son años y los años no nos dio esta pandemia así lo dio a unos pocos meses y lamentablemente entonces y acabó quiero ir si me permite y julián al corazón de mi crítica a lo que se anunció hoy yo todavía no entiendo porque no va a colapsar el servicio sanitario no entiendo dicen ahora enojo que dentro de dos semanas empieza a caer los casos en la ciudad buenos aires no veo por qué no entiendo por qué no entiendo por qué se,2020-08-14 18:05:38,2020-08-14 18:06:23
161,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,dicen que en tres meses lleva a colapsar el servicio sanitario no vaya a pasar eso porque van a bajar los casos pregunta por qué no te dicen te dicen bueno lo que pasa es como decía si bien es una concepto anímica no es cierto de la evolución de la pandemia por algún motivo desconocido y tiene que bajar yo creo que no va a bajar y no creo que haya tres meses más sin que colapse servicio sanitario yo por eso digo yo creo que el presidente hoy me parece que no fue del todo duro si me pareció maduro el discurso de axel que si lo me gustó más las rentas ya sabemos cómo piensa sentir abrir todo yo creo que es peligroso esa posición y es peligroso también quedarse en el medio yo hubiese visto con mejores ojos un camino para atrás hoy,2020-08-14 18:06:23,2020-08-14 18:07:08
162,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,todo depende todo depende en esta pandemia para los cuarenta y cinco o seis meses y faltan ante la vacuna todo depende de la cama de terapia intensiva y se van a acabar y se va a acabar el recurso humano también bueno eso es una definición que obviamente es preocupante yo entiendo exactamente lo mismo que vos pablo me da la sensación de que hay una dirigencia política tequila tiene hizo presente que trata de no asustar a la sociedad lo que veíamos modestia recién en el presidente no estuvo tan duro en el día de hoy está claro lo que tenía que anunciaran una especie de continuidad de fase y eso se hizo en el caso del diagnóstico de gobernador de la provincia de buenos aires está claro que siempre ha tomado una posición distinta pero si escuchamos al jefe de gobierno hace instante nada más es como que permanente,2020-08-14 18:07:08,2020-08-14 18:07:54
163,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,ante esta el concepto de la libertad y esto equivoco conocen muy bien también porque lo tratas a menudo no hay como una especie de pulsada por haber quien se apropia un poco de ese concepto de la libertad y uno entiende que libertad para algunos es una cosa que es hacerlo absolutamente lo que quieran y para otros implica una responsabilidad me parece que si no quiero libertad para morir no quiero libertad para morir yo insisto de acá a los cuarenta y cinco meses que falten para la llegada de la vacuna van a morir promedio hoy estamos en promedio de muerte ciento sesenta y dos personas por día concierto en mucho hagan los cálculos en cuatro meses cuanta gente puede morir y si se colapse de servicios sanitarios no va a haber ciento sesenta muerto por día hay que multiplicar eso por,2020-08-14 18:07:54,2020-08-14 18:08:39
164,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,uso por tres porque ahí es cuando en liza a morir mucha más gente que no de que no hubiese muerto si era atendida hoy mueren desgraciadamente lo que no pueden resistir por algún motivo al al avance del virus pero después muere gente por no tener simplemente atención es gente que no hubiese muerto entonces no tener en claro que hoy lo único que importa son las camas de trump intensiva ya ni si quieren cortan los casos diarios de importa nada importan la cama y terapia intensiva no importan los muertos tampoco quiero importen que se mueran si lo que le importa la cantidad exacta importan las camas porque cuando sabemos cuando se colapsa sistema se ocupa todas las camas los muertos se multiplican esto no hay que olvidarlo me pareció,2020-08-14 18:08:39,2020-08-14 18:09:24
165,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,una conferencia de prensa que a mi juicio salvo en el discurso en algunos tramos el presidente y el de que si lo no está alineado con la verdadera gravedad de lo que está pasando pensar que de que nos estamos privando hoy de verdad de que nos estamos privando bueno está obligando al teatro de ir al cine libra tomar una cerveza de un restaurante en un bar no me parece y las cosas más importantes de la vida pensando ya que esto ya tiene una fecha de terminación que deseen cuarenta y cinco meses no podemos aguantar más un poquito más para tomar mate con amigos para reunirnos con nuestras familias después no vamos a apoyar con los que no puedan trascender este momento tan terrible lo que quieren por el camino no va a haber posible apareció un restaurant aún cine a un teatro yo creo que,2020-08-14 18:09:24,2020-08-14 18:10:10
166,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,esto es de una gravedad lo de jujuy no tiene que enseñar mucho y no se si estamos atendiendo esta señal de alerta es importante también la aplicación quedaba el presidente ni bien arrancaba la conferencia de prensa a propósito del éxito que ha tenido de la cuarentena como recalcando justamente la posición de la argentina en términos de las víctimas mencionaba recién pablo al gobernador de la provincia de buenos aires y si lo quieres que compartamos una ahora vamos a ver se hace difícil cuidar la salud se hace difícil hacerlo con un coro permanente de los que competirán contratada las medidas los que niegan los que atacan no es este el momento no es el momento de buscar voto no es el momento de acabar la grieta todos los días no lo estamos haciendo nosotros,2020-08-14 18:10:10,2020-08-14 18:10:55
167,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,en esta mesa para él la entonces tratemos de realmente le preguntó aunque cabeza cabe que nosotros nos gusta que lo disfrutamos es la única forma de ahora además se ha encontrado el remedio así que por un tiempo más pero hay que hacer todos los esfuerzos a cazar bueno clarísimo si tiene una virtud del gobernador de la provincia que es sumamente claro digamos no y que en algún punto siempre se pone al frente de la situación de politizar este lo que son las decisiones vinculadas con la cuarentena no sé qué te parece se lo critica que puede ser más breve estoy de acuerdo pero me encanta su discurso yo yo lo hago propio me parece que es el tono del dramatismo que,2020-08-14 18:10:55,2020-08-14 18:11:40
168,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,momento me parece mucho más realista y me parece que es un discurso que que tiende a contar lo que está pasando no a conquistar a nadie ni a decirle a nadie lo que quiere escuchar esta pandemia se trata de dar malas noticias no hay buenas noticias de acaparar salvo la de ayer se acaban las decisiones ahora hasta que tengamos la vacuna no van a hacer unas malas noticias en todas las hermanas proporciona de esa pablo que opinión tenés de ser había el presidente de la nación me parece esté tratando de poner en juego y yo creo que que hizo lo correcto el elemento de la vacuna como decir bueno ahora este en el reino de la incertidumbre que tiene todo el mundo con respecto al cómic diecinueve en la argentina por lo menos tenemos sexto que es real digamos y cuando le preguntaron este para cuando el adn,2020-08-14 18:11:40,2020-08-14 18:12:26
169,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,dicho en otras oportunidades lo dijo y también para el primer trimestre del año próximo como como veces elemento me parece fundamental no solo la vacuna sabíamos que iba a estar pero ahora disponibilidad no teníamos ni declara cierto si va a estar disponible para nosotros ahora tenemos las certezas que va a estar la vacuna algunas ya hoy se empieza a producir con lo cual cuando tenga la aprobación se empieza a aplicar así que es una noticia espectacular y de verdad nos da un horizonte yo usar y ese horizonte para decir bueno no vamos a ir mucho más conecto de enero febrero aprovechemos para cumplir lo que tenemos que cumplir hasta ahora yo si me hubiese gustado un mensaje más del tipo muchachos ochenta por ciento de camas de terapia intensiva,2020-08-14 18:12:26,2020-08-14 18:13:11
170,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,este ocupadas íbamos para atrás pero enseguida tiene un minuto y además le diría la gente me gustaría que la gente lo tenga como mensaje todo lo que venga ahora va a depender de voz de lo que nos está mirando si no se cuida si no se cuidan si siguen haciendo fiestas y siguen no respetando las normas no usan edward dijo todas las cosas que hay que hacer se van a infectar va a haber un colapso del sistema sanitario y entonces vamos a tener que volver para atrás y en el medio muchos argentinos van a morir yo creo veces el mensaje hoy todo depende de voz si yo preferiría que dependiera un poco más del estado en cuanto a que se hubiese tomado alguna medida más restrictiva no lo quieren hacer dicen que no la van a cumplir yo discrepo con eso porque creo que,2020-08-14 18:13:12,2020-08-14 18:13:56
171,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,los líderes tienen que lideran cierto lo que gobiernan tienen que liderar aun tomando medidas no nos gusten a nosotros nos resultan antipatías entonces si nosotros nos cuidamos nosotros vamos a colapsar el sistema sanitario no son marciano lo que viene a colapsar el sistema sanitario somos nosotros y entonces para atrás faltan cuatro meses que cuesta cuatro meses y de verdad yo lo estoy viendo todo el día alrededor mío y demás si vos no tener reuniones sociales es muy difícil que te con trajes no es imposible pero muy difícil las reuniones sociales son el problema más grande de toda estricto si si si coincido y aparte si una aurora liza en términos de cuales son los las fases del,2020-08-14 18:13:57,2020-08-14 18:14:42
172,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,día de cada una de lo que son los días de las familias hay mucho que sea está habilitado por ejemplo ir a trabajar una fábrica eventualmente ir una o dos veces por semana a las oficinas en todo esto ya está funcionando pero claro lo escuchaba el infectólogo eduardo lópez hace un ratito nada más y él decía miren el encuentro social es el peor de todos por qué porque uno llega a la casa se saluda con alguien te saca silbar hijo porque obviamente no da con un familiar tuyo importar habla para algo claro levantar la voz porque estas exaltado con lo cual se comparte más virus todavía te pones a comer y obviamente te sacas el bar o hijo digo todas las situaciones que se dan en el entorno social son las más peligrosas de todas es imposible mantener tanto la distancia como el barrio hijo puesto en una reunión además,2020-08-14 18:14:42,2020-08-14 18:15:27
173,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,de un departamento casa con tus seres queridos si si hay gente que no conoces por ahí lo haces pero gente conocida es muy difícil casi imposible por eso me parece una barbaridad pero atención acá porque yo quiero ahora si que nos metamos en el tema político y no hay duda que cambiemos está pasando por un muy mal momento juntos por el cambio entonces claro para hacer campaña en contra de la cuarentena bueno ellos creen que gratis no va a ser gratis pero por ahora creen que gratis entonces sale miguel ángel visitó a decir que los infectólogo no van a poder caminar por la calle salen patricia bull sale todo el extremismo cornejo los extremistas una barbaridad cambio a pegarle a la cuarentena jugando con la vida de los argentinos pero no solo eso sí,2020-08-14 18:15:27,2020-08-14 18:16:13
174,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,que ahora se dan el lujo de seguir convocando a marchas insólitas que para mí y no creo que no me equivoco en esto no son más que la muestra de la debilidad en la que está cambiemos hoy cuando un cuando una oposición robusta pelea con las armas convencionales pelea en el congreso pelea con la palabra con el discurso público ahora cuando necesita salida de hacer campaña en contra de la cuarentena que salvavidas o necesita convocar a gente que vaya a concentración y donde si no sólo no van a lograr nada sino que además es muy posible que se contagian de la enfermedad yo no creo que habla de una decisión sólida creo que habla de una enorme debilidad,2020-08-14 18:16:13,2020-08-14 18:16:58
175,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,la cual ellos saben que están pasando y se obligan a sí mismos a meterse en he tenido que además le genera un conflicto interno que creo que lo que vamos a ver ahora no vamos a vamos a compartir por ejemplo algunas definiciones no metemos en el terreno de la política y de lo político pablo este para para habitar justamente esos dos ámbitos el intendente posee que hace algunas horas decía esto es un minuto para la pregunta antipático pero que no me escribes la respuesta gustavo posse usted convoca a la marcha y siete de agosto por tanto dicho hay un banderazo convocado por juntos publicando urgente de punto por punto por el cambio convoca a ningún banderas sectores historia es válida,2020-08-14 18:16:58,2020-08-14 18:17:42
176,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,radical los radicales no somos gorila clarísima de pablo así que marchas dijo bueno el sector razón racional el que gobierna el que tiene que no se siente de que no se siente de perdidos y el que no se siente que ya no hay más armas con que combatir un gobierno que mal que les pese está haciendo mucho mejor las cosas que el gobierno anterior entonces esa reacción lógica cierto de una de las racional que yo no sé qué tamaño tiene o cuanto más siguen los difuntos cambiará la racional y canadá ridículo absurdo de patricia volver y cornejo bueno pero lo que entiende que esto tendría que generan algún tipo,2020-08-14 18:17:44,2020-08-14 18:18:29
177,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,de distanciamiento entre un sector se denomina racional en realidad es que tienen responsabilidades y el otro está en el borde no en la frontera mismo de lo que es la responsabilidad uno intuye creo que tu lectura es esta gente también tiene responsabilidad política la que está convocando a la movilización pero está claro que no están reconociendo incluso en ese caso yo creo que si tienen supuestamente tienen responsabilidad por lo que fueron más que todo porque ahora no son nada me refiero en cuanto a cargos personales no que tienen cornejo patricia volver y demás pero hacen un daño muy grande y vamos a ver lo que decía horacio rodríguez larreta tomar la cosa un cariz un poquito más complicado porque tú va a ser dentro del territorio que gobierna horacio rodríguez larreta sigue su posición,2020-08-14 18:18:29,2020-08-14 18:19:14
178,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,vamos a ver que difieren porque lo dijo hoy se lo pregunto jeans y así que qué parte de nuestro equipo y abertis contexto respecto a la convocatoria primero aclarar que no hay ninguna convocatoria partidaria de ningún tipo de alguna persona título individual pero no hay ninguna convocatoria partidaria nosotros obviamente entendemos la situación la incertidumbre que genera estos meses de aislamiento también por supuesto en la ciudad siempre respetamos los derechos a manifestarte a manifestarse pero en este momento en particular pedimos máximo cuidado con el distanciamiento bueno alcanza con esto me pregunto yo julián si alcanza con eso o esperaría de alguien que gobierna el distrito,2020-08-14 18:19:14,2020-08-14 18:19:59
179,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,dónde va a ocurrir esta marcha algunas definiciones poquito más dura con respecto al concejal yo creo que sí creo que sea parte cuando está la evidencia pablo de cristo ha pasado en otras oportunidades ha sido agredido periodista de nuestro canal y o ha pasado otras cosas también pero sobre todo que en este caso me parece está mucho más potente la idea de una movilización en otros aspectos eran este quizás concentración enséñales de reclamos varios de quejas ahora hay una movilización este hay quienes están convocando hay quienes de alguna manera que dicen es por la libertad son distintas las convocatorias que se están haciendo pero devuelta este mes me da la sensación de que existe una especie de coqueteo por parte de el jefe de,2020-08-14 18:20:00,2020-08-14 18:20:45
180,C5N,../Data/Audio/C5N/C5N2020-08-14-17-55-49.wav,C5N2020-08-14-17-55-49.wav,2020-08-14 17:55:49,gobierno porteño diciendo bueno esta es la libertad la libertad hasta aire y yo nos llamó no me enganchó pero hasta ahí yo esperaría algo mucho más duro por qué porque es en su distrito porque de verdad los ciudadanos de la ciudad de buenos aires tiene que ser protegido frente a esto porque lo que vayan a la marcha de pruebas van a otros lugares no es cierto y siguen contagiando porque las marchas ya se vio que son descontrolada no lo sufrimos propia los cinco en entonces me parece una postura demasiado tibia demasiado débil y sobre todo que estaba dios anti de al lado del gobierno fue cuestionado de la ciudad porque reprimió duramente algún desmán que hubo en una marcha por santiago maldonado pero los desmanes que hubo en a la marcha anterior,2020-08-14 18:20:45,2020-08-14 18:21:30
